4996|1001406|2018-03-20 03:49:59|-1.0|1001406|2001-02-15 00:00:00|-3.0|2001-02-15 00:00:00|2001-02-15 00:00:00|289|32274.0|LINE|M|A|-33.0||0.0|||||43673|||13106|1488||2001-02-15 00:00:00|||ARXTWADJ||Y|1001406.0||||||||||||4649|-33.0||||||-1.0|-1.0|2001-02-15 00:00:00||1891|1668||||||||||33||||||||||||||||||||||||11I|||
4997|1001406|2018-03-20 03:49:59|-1.0|1001406|2001-02-15 00:00:00|-325.0|2001-02-15 00:00:00|2001-02-15 00:00:00|289|32274.0|LINE|M|A|-355.0||0.0|||||43674|||13107|1488||2001-02-15 00:00:00|||ARXTWADJ||Y|1001406.0||||||||||||4649|-355.0||||||-1.0|-1.0|2001-02-15 00:00:00||1892|1668||||||||||33||||||||||||||||||||||||11I|||
4998|1001406|2018-03-20 03:49:59|-1.0|1001406|2001-02-15 00:00:00|-236.0|2001-02-15 00:00:00|2001-02-15 00:00:00|289|32274.0|LINE|M|A|-266.0||0.0|||||43675|||13108|1488||2001-02-15 00:00:00|||ARXTWADJ||Y|1001406.0||||||||||||4649|-266.0||||||-1.0|-1.0|2001-02-15 00:00:00||1893|1668||||||||||33||||||||||||||||||||||||11I|||
5138|1319|2018-03-20 03:49:59|-1.0|1319|2001-03-30 00:00:00|-9637.82|2000-08-30 00:00:00|2000-08-30 00:00:00|62|14897.0|INVOICE|M|A|-8931.0|0.0|-736.82|0.0||||39551|||11832|1548||2000-08-31 00:00:00|||ARXTWADJ||Y|1319.0||||||||||||4776|-9667.82||||||-1.0|-1.0|2001-03-30 00:00:00||1958|1081||||||||||31||||||||||||||||||||||||11I|||
5139|1319|2018-03-20 03:49:59|-1.0|1319|2001-03-30 00:00:00|-87905.06|2000-09-30 00:00:00|2000-09-30 00:00:00|62|14897.0|INVOICE|M|A|-81233.31|0.0|-6701.75|0.0||||41844|||12313|1548||2000-09-30 00:00:00|||ARXTWADJ||Y|1319.0||||||||||||4777|-87935.06||||||-1.0|-1.0|2001-03-30 00:00:00||1959|1081||||||||||31||||||||||||||||||||||||11I|||
5140|1319|2018-03-20 03:49:59|-1.0|1319|2001-03-30 00:00:00|-15232.65|2000-11-29 00:00:00|2000-11-29 00:00:00|62|14897.0|INVOICE|M|A|-14099.44|0.0|-1163.21|0.0||||42734|||12843|1548||2000-11-30 00:00:00|||ARXTWADJ||Y|1319.0||||||||||||4779|-15262.65||||||-1.0|-1.0|2001-03-30 00:00:00||1960|1081||||||||||31||||||||||||||||||||||||11I|||
5141|1319|2018-03-20 03:49:59|-1.0|1319|2001-03-30 00:00:00|-12234.94|2000-12-30 00:00:00|2000-12-30 00:00:00|62|14897.0|INVOICE|M|A|-11330.2|0.0|-934.74|0.0||||42741|||12850|1548||2000-12-31 00:00:00|||ARXTWADJ||Y|1319.0||||||||||||4780|-12264.94||||||-1.0|-1.0|2001-03-30 00:00:00||1961|1081||||||||||31||||||||||||||||||||||||11I|||
5151|1319|2018-03-20 03:49:59|-1.0|1319|2001-04-06 00:00:00|-16378.46|2001-01-30 00:00:00|2001-01-30 00:00:00|62|14897.0|INVOICE|M|A|-15157.92|0.0|-1250.54|0.0||||42448|||12556|1548||2001-01-31 00:00:00|||ARXTWADJ||Y|1319.0||||||||||||4771|-16408.46||||||-1.0|-1.0|2001-04-06 00:00:00||1963|1081||||||||||31||||||||||||||||||||||||11I|||
5153|1319|2018-03-20 03:49:59|-1.0|1319|2001-04-06 00:00:00|-14197.9|2001-01-30 00:00:00|2001-01-30 00:00:00|62|14897.0|INVOICE|M|A|-13143.56|0.0|-1084.34|0.0||||42935|||12904|1548||2001-01-31 00:00:00|||ARXTWADJ||Y|1319.0||||||||||||4771|-14227.9||||||-1.0|-1.0|2001-04-06 00:00:00||1964|1081||||||||||31||||||||||||||||||||||||11I|||
5154|1319|2018-03-20 03:49:59|-1.0|1319|2001-04-06 00:00:00|-11217.63|2001-03-02 00:00:00|2001-03-02 00:00:00|62|14897.0|INVOICE|M|A|-10390.42|0.0|-857.21|0.0||||42943|||12912|1548||2001-03-31 00:00:00|||ARXTWADJ||Y|1319.0||||||||||||4773|-11247.63||||||-1.0|-1.0|2001-04-06 00:00:00||1965|1081||||||||||31||||||||||||||||||||||||11I|||
