997|202||||1997-01-01|PL1-Main Process Mfg|2005-01-01|INT||||||||||||||||||||||||||||2005-01-27|1004358.0|3059876.0|1318.0|1999-09-03|2||||||||||||
998|202||||1999-09-03|PL2-Secondary Process Mfg|2005-01-01|INT||||||||||||||||||||||||||||2005-01-27|1004358.0|3059876.0|1318.0|1999-09-03|2||||||||||||
999|202||||1999-09-03|PL3-Coprod/Tolling|2005-01-01|INT||||||||||||||||||||||||||||2005-01-27|1004358.0|3059876.0|1318.0|1999-09-03|2||||||||||||
1000|202||||1999-09-03|PL4-Process Mfg Distribution|2005-01-01|INT||||||||||||||||||||||||||||2005-01-27|1004358.0|3059876.0|1318.0|1999-09-03|2||||||||||||
1016|1016||19421.0||1950-01-01|Vision Spain||INT||BG||||||||||||||||||||||||||2006-08-18|1318.0|4078923.0|1318.0|1999-10-06|6|301123.0|||||||||||
1017|1017||694.0||1950-10-06|Vision Italy||INT||BO||||||||||||||||||||||||||2006-08-18|1318.0|4078923.0|2190.0|1999-10-06|4|301135.0|||||||||||
1018|1018||695.0||1950-01-01|Vision Belgium||INT||DIV||||||||||||||||||||||||||2006-08-18|1318.0|4078923.0|2189.0|1999-10-06|3|301109.0|||||||||||
1036|1036||839.0||1950-01-01|Vision Brazil||INT||DIV||||||||||||||||||||||||||2003-02-10|1005207.0|1976167.0|2209.0|1999-10-06|3|301110.0|||||||||||
1037|202||713.0||1950-01-01|Vision Brazil||INT||DIV||||||||||||||||||||||||||2001-02-11|-1.0|-1.0|2209.0|1999-10-06|1||||||||||||
1038|911|3366.0|535.0||1990-01-01|501-Geschäftsführung||INT||DIV||||||||||||||||||||||||||2003-08-01|2045.0|2256739.0|2045.0|1999-10-08|10||||||||||||
1039|911||535.0||1990-01-01|403-Wareneingang||INT||SEC||||||||||||||||||||||||||2003-10-27|2045.0|2374215.0|2045.0|1999-10-08|6||||||||||||
1040|911|3361.0|535.0||1990-01-01|402-Einkauf||INT||SEC||||||||||||||||||||||||||2003-08-01|2045.0|2256739.0|2045.0|1999-10-08|9||||||||||||
1041|911||535.0||1990-01-01|509-Kfm. Bereich||INT||DIV||||||||||||||||||||||||||2003-10-27|2045.0|2374215.0|2045.0|1999-10-08|16||||||||||||
1042|911||673.0||1990-01-01|01-Vertrieb Internet||INT||DEP||||||||||||||||||||||||||2003-12-03|2045.0|2448129.0|2045.0|1999-10-08|11||||||||||||
1043|911||535.0||1990-01-01|601-Vertrieb Nord||INT||DEP||||||||||||||||||||||||||2003-08-01|2045.0|2256739.0|2045.0|1999-10-08|10||||||||||||
1044|911||535.0||1990-01-01|505-Operations||INT||SEC||||||||||||||||||||||||||2003-08-01|2045.0|2256739.0|2045.0|1999-10-08|10||||||||||||
1058|887||532.0||1996-01-01|Contr.||INT||DEP||||||||||||||||||||||||||2001-02-11|-1.0|-1.0|2048.0|1999-10-14|1||||||||||||
1059|887||532.0||1996-01-01|Inköp||INT||DEP||||||||||||||||||||||||||2002-12-12|-1.0|-1.0|2048.0|1999-10-14|4||||||||||||
1060|887||532.0||1996-01-01|EkRed||INT||DEP||||||||||||||||||||||||||2001-02-11|-1.0|-1.0|2048.0|1999-10-14|1||||||||||||
1061|887||532.0||1996-01-01|Order||INT||DEP||||||||||||||||||||||||||2001-02-11|-1.0|-1.0|2048.0|1999-10-14|1||||||||||||
1062|887||532.0||1996-01-01|VD||INT||DEP||||||||||||||||||||||||||2001-02-11|-1.0|-1.0|2048.0|1999-10-14|1||||||||||||
1078|1018||695.0||1980-01-01|Procurement||INT||DEP||||||||||||||||||||||||||2001-02-11|-1.0|-1.0|2189.0|1999-12-07|1||||||||||||
1079|1018||695.0||1960-01-01|Finance||INT||DEP||||||||||||||||||||||||||2001-02-11|-1.0|-1.0|2189.0|1999-12-07|1||||||||||||
1080|202||||1999-12-07|PR-Process Master||INT||||||||||||||||||||||||||||2004-12-13|-1.0|-1.0|1318.0|1999-12-07|6||||||||||||
1081|202||734.0||1987-01-01|Vision Services R+D||INT||DIV||||||||||||||||||||||||||2004-12-13|-1.0|-1.0|1319.0|1999-12-07|9||||||||||||
1118|889|2414.0|22108.0||1990-01-01|340-Inkoop||INT||DEP||||||||||||||||||||||||||2005-06-07|-1.0|-1.0|2370.0|2000-01-11|9||||||||||||
1319|202||203.0||1999-01-01|Macy's Department Store||EXT||TP||||||||||||||||||||||||||2001-02-11|-1.0|-1.0|1384.0|2000-02-25|1||||||||||||
1138|889||||1990-01-01|04-Financien||INT||||||||||||||||||||||||||||2003-11-13|2047.0|2411628.0|2370.0|2000-01-12|4||||||||||||
1139|889||||1990-01-01|04-Orderafdeling|2001-07-02|INT||||||||||||||||||||||||||||2003-11-13|2047.0|2411628.0|2370.0|2000-01-12|3||||||||||||
1140|889||22108.0||1990-01-01|04-Salarisadministratiex|2001-07-02|INT||DEP||||||||||||||||||||||||||2005-06-07|-1.0|-1.0|2370.0|2000-01-12|5||||||||||||
1141|889|3229.0|2416.0||1990-01-01|200-Human Resources||INT||DEP||||||||||||||||||||||||||2004-12-13|-1.0|-1.0|2370.0|2000-01-12|8||||||||||||
1142|889|3229.0|2414.0||1990-01-01|260-Personeelsadministratie||INT||DEP||||||||||||||||||||||||||2004-12-13|-1.0|-1.0|2370.0|2000-01-12|8||||||||||||
1143|889||2416.0||1990-01-01|04-Werving & Selectie||INT||DEP||||||||||||||||||||||||||2003-11-13|2047.0|2411628.0|2370.0|2000-01-12|3||||||||||||
1144|889||||1990-01-01|04-Opleidingen|2001-07-02|INT||||||||||||||||||||||||||||2003-11-13|2047.0|2411628.0|2370.0|2000-01-12|3||||||||||||
